epoch,step,train_loss,val_loss
0,74,,2.4593143463134766
0,74,9.246368408203125,
1,149,,1.8925479650497437
1,149,2.0983054637908936,
2,224,,1.4817445278167725
2,224,1.677820086479187,
3,299,,1.0439395904541016
3,299,1.2026543617248535,
4,374,,0.8433464169502258
4,374,0.9050730466842651,
5,449,,0.6259128451347351
5,449,0.7536442279815674,
6,524,,0.5186622142791748
6,524,0.6269248127937317,
7,599,,0.5148473381996155
7,599,0.5690491795539856,
8,674,,0.46716538071632385
8,674,0.574571430683136,
9,749,,0.42979687452316284
9,749,0.49980905652046204,
10,824,,0.4114719331264496
10,824,0.47114744782447815,
11,899,,0.40286850929260254
11,899,0.465343177318573,
12,974,,0.46816128492355347
12,974,0.442425936460495,
13,1049,,0.373241126537323
13,1049,0.45916977524757385,
14,1124,,0.36882737278938293
14,1124,0.41919609904289246,
15,1199,,0.33855265378952026
15,1199,0.38490456342697144,
16,1274,,0.26289504766464233
16,1274,0.3478616178035736,
17,1349,,0.2375742495059967
17,1349,0.2885373830795288,
18,1424,,0.2206449955701828
18,1424,0.2724825143814087,
19,1499,,0.20140084624290466
19,1499,0.24242955446243286,
20,1574,,0.24746163189411163
20,1574,0.26175859570503235,
21,1649,,0.21886582672595978
21,1649,0.27767807245254517,
22,1724,,0.196465864777565
22,1724,0.24718470871448517,
23,1799,,0.1835290640592575
23,1799,0.22795629501342773,
24,1874,,0.17652498185634613
24,1874,0.2187819927930832,
25,1949,,0.17716552317142487
25,1949,0.215399369597435,
26,2024,,0.1682928502559662
26,2024,0.20017468929290771,
27,2099,,0.16248314082622528
27,2099,0.19015641510486603,
28,2174,,0.15486645698547363
28,2174,0.19371189177036285,
29,2249,,0.1543002426624298
29,2249,0.18680407106876373,
30,2324,,0.15523657202720642
30,2324,0.18443182110786438,
31,2399,,0.16393515467643738
31,2399,0.1711205244064331,
32,2474,,0.15299800038337708
32,2474,0.169905424118042,
33,2549,,0.1517217755317688
33,2549,0.16299261152744293,
34,2624,,0.1560387909412384
34,2624,0.15697963535785675,
35,2699,,0.14208604395389557
35,2699,0.15366055071353912,
36,2774,,0.129532128572464
36,2774,0.1471099555492401,
37,2849,,0.12680873274803162
37,2849,0.14071260392665863,
38,2924,,0.11645273119211197
38,2924,0.14641056954860687,
39,2999,,0.13641460239887238
39,2999,0.16351354122161865,
40,3074,,0.11319353431463242
40,3074,0.1445264369249344,
41,3149,,0.10994996130466461
41,3149,0.13276085257530212,
42,3224,,0.11417035013437271
42,3224,0.1272725611925125,
43,3299,,0.10624603927135468
43,3299,0.12169591337442398,
44,3374,,0.1131284087896347
44,3374,0.12034401297569275,
45,3449,,0.11114691197872162
45,3449,0.13087166845798492,
46,3524,,0.1219797134399414
46,3524,0.11336047202348709,
47,3599,,0.10259969532489777
47,3599,0.1166769415140152,
48,3674,,0.09713080525398254
48,3674,0.12207963317632675,
49,3749,,0.09579060226678848
49,3749,0.11007089167833328,
50,3824,,0.09542934596538544
50,3824,0.11643388122320175,
51,3899,,0.08876170963048935
51,3899,0.10454219579696655,
52,3974,,0.10150543600320816
52,3974,0.0962764099240303,
53,4049,,0.08893589675426483
53,4049,0.10566667467355728,
54,4124,,0.08302684873342514
54,4124,0.09998524934053421,
55,4199,,0.09127344191074371
55,4199,0.09030947089195251,
56,4274,,0.09190869331359863
56,4274,0.11226548254489899,
57,4349,,0.09201086312532425
57,4349,0.08515023440122604,
58,4424,,0.09671396017074585
58,4424,0.09348990768194199,
59,4499,,0.20015892386436462
59,4499,0.25409403443336487,
60,4574,,0.100542351603508
60,4574,0.15795055031776428,
61,4649,,0.0827036052942276
61,4649,0.0850205346941948,
62,4724,,0.07478179037570953
62,4724,0.07872112840414047,
63,4799,,0.0734267309308052
63,4799,0.07696496695280075,
64,4874,,0.07345135509967804
64,4874,0.0775793045759201,
65,4949,,0.07056060433387756
65,4949,0.07478002458810806,
66,5024,,0.07267109304666519
66,5024,0.06641285866498947,
67,5099,,0.07024146616458893
67,5099,0.06962517648935318,
68,5174,,0.0684664323925972
68,5174,0.06682202965021133,
69,5249,,0.06805695593357086
69,5249,0.06665582209825516,
70,5324,,0.06833870708942413
70,5324,0.06754538416862488,
71,5399,,0.06823087483644485
71,5399,0.07211721688508987,
72,5474,,0.07022139430046082
72,5474,0.06768828630447388,
73,5549,,0.10321827232837677
73,5549,0.08388032019138336,
74,5624,,0.07170085608959198
74,5624,0.07196619361639023,
75,5699,,0.07257017493247986
75,5699,0.08937913179397583,
76,5774,,0.06867808103561401
76,5774,0.06229865550994873,
77,5849,,0.0650177076458931
77,5849,0.061811886727809906,
78,5924,,0.06805050373077393
78,5924,0.07948724925518036,
79,5999,,0.061963725835084915
79,5999,0.05887264758348465,
80,6074,,0.07938316464424133
80,6074,0.08114905655384064,
81,6149,,0.06271348148584366
81,6149,0.06986933946609497,
82,6224,,0.06496190279722214
82,6224,0.05648118257522583,
83,6299,,0.06214006617665291
83,6299,0.07379167526960373,
84,6374,,0.06174812465906143
84,6374,0.05499560758471489,
85,6449,,0.06520331650972366
85,6449,0.05770589038729668,
86,6524,,0.2504115700721741
86,6524,0.2023937851190567,
87,6599,,0.0794384777545929
87,6599,0.14329586923122406,
88,6674,,0.0626986175775528
88,6674,0.07112596929073334,
89,6749,,0.06465823203325272
89,6749,0.06032527983188629,
90,6824,,0.06374400109052658
90,6824,0.057026028633117676,
91,6899,,0.06750500947237015
91,6899,0.05698071047663689,
92,6974,,0.05953076481819153
92,6974,0.05444273725152016,
93,7049,,0.058028630912303925
93,7049,0.052395135164260864,
94,7124,,0.05961521714925766
94,7124,0.050544701516628265,
95,7199,,0.22299179434776306
95,7199,0.3429737985134125,
96,7274,,0.09036125987768173
96,7274,0.1604747325181961,
97,7349,,0.061392612755298615
97,7349,0.08341948688030243,
98,7424,,0.0643291026353836
98,7424,0.06554753333330154,
99,7499,,0.05913560837507248
99,7499,0.06859825551509857,
100,7574,,0.061971522867679596
100,7574,0.056705292314291,
101,7649,,0.06022030860185623
101,7649,0.05023918300867081,
102,7724,,0.0581677183508873
102,7724,0.045186396688222885,
103,7799,,0.05574250966310501
103,7799,0.044062599539756775,
104,7874,,0.0549156591296196
104,7874,0.04293487221002579,
105,7949,,0.054092396050691605
105,7949,0.04261152446269989,
106,8024,,0.052569322288036346
106,8024,0.042961083352565765,
107,8099,,0.0531470850110054
107,8099,0.04222620278596878,
108,8174,,0.05307317525148392
108,8174,0.041809264570474625,
109,8249,,0.06044504791498184
109,8249,0.05347554013133049,
110,8324,,0.051414549350738525
110,8324,0.05867607891559601,
111,8399,,0.049292076379060745
111,8399,0.0414949432015419,
112,8474,,0.052822668105363846
112,8474,0.03945391625165939,
113,8549,,0.051363419741392136
113,8549,0.042974334210157394,
114,8624,,0.05005740001797676
114,8624,0.04272181913256645,
115,8699,,0.050479959696531296
115,8699,0.049067456275224686,
116,8774,,0.054273057729005814
116,8774,0.04734524339437485,
117,8849,,0.050982482731342316
117,8849,0.04142923653125763,
118,8924,,0.052221499383449554
118,8924,0.053122568875551224,
119,8999,,0.05020982027053833
119,8999,0.04310659319162369,
120,9074,,0.04691729694604874
120,9074,0.05057939141988754,
121,9149,,0.04644175246357918
121,9149,0.04326457902789116,
122,9224,,0.048769958317279816
122,9224,0.03775681555271149,
123,9299,,0.056212168186903
123,9299,0.07045304030179977,
124,9374,,0.051315151154994965
124,9374,0.03961347043514252,
125,9449,,0.056434035301208496
125,9449,0.04135117679834366,
126,9524,,0.04780521243810654
126,9524,0.041940268129110336,
127,9599,,0.04635419324040413
127,9599,0.03790215402841568,
128,9674,,0.05269530415534973
128,9674,0.04440987482666969,
129,9749,,0.05009003356099129
129,9749,0.04124702513217926,
130,9824,,0.04954446107149124
130,9824,0.0426352396607399,
131,9899,,0.05947940796613693
131,9899,0.04876742884516716,
132,9974,,0.0425090417265892
132,9974,0.042077310383319855,
133,10049,,0.04281379655003548
133,10049,0.03462764248251915,
134,10124,,0.044014718383550644
134,10124,0.03550118952989578,
135,10199,,0.0420461967587471
135,10199,0.03347482532262802,
136,10274,,0.05727393552660942
136,10274,0.04297637194395065,
137,10349,,0.3210170865058899
137,10349,0.5430665612220764,
138,10424,,0.20916065573692322
138,10424,0.2723715603351593,
139,10499,,0.10097309201955795
139,10499,0.12025248259305954,
140,10574,,0.07921543717384338
140,10574,0.07599771022796631,
141,10649,,0.07694591581821442
141,10649,0.06500015407800674,
142,10724,,0.1407659947872162
142,10724,0.07092616707086563,
143,10799,,0.06806613504886627
143,10799,0.07621685415506363,
144,10874,,0.056466031819581985
144,10874,0.04703150689601898,
145,10949,,0.05462924763560295
145,10949,0.04208427295088768,
146,11024,,0.0517260916531086
146,11024,0.039867859333753586,
147,11099,,0.052862007170915604
147,11099,0.04016866162419319,
148,11174,,0.05344199389219284
148,11174,0.03939433395862579,
149,11249,,0.054054148495197296
149,11249,0.0461844839155674,
150,11324,,0.05289445072412491
150,11324,0.04278286173939705,
151,11399,,0.05131499841809273
151,11399,0.042371198534965515,
152,11474,,0.04905569925904274
152,11474,0.038976915180683136,
153,11549,,0.04414820671081543
153,11549,0.03443830832839012,
154,11624,,0.043742984533309937
154,11624,0.032633379101753235,
155,11699,,0.044201698154211044
155,11699,0.03244268149137497,
156,11774,,0.04566916450858116
156,11774,0.03792872279882431,
157,11849,,0.04423343390226364
157,11849,0.030590690672397614,
158,11924,,0.044657107442617416
158,11924,0.03244806453585625,
159,11999,,0.04616905003786087
159,11999,0.03533041477203369,
160,12074,,0.04653555527329445
160,12074,0.030574757605791092,
161,12149,,0.10768605768680573
161,12149,0.04667063057422638,
162,12224,,0.18821050226688385
162,12224,0.2924571633338928,
163,12299,,0.058451734483242035
163,12299,0.11913248896598816,
164,12374,,0.061063867062330246
164,12374,0.09630376845598221,
165,12449,,0.0566406175494194
165,12449,0.053071435540914536,
166,12524,,0.04837663099169731
166,12524,0.03800906240940094,
167,12599,,0.0534503273665905
167,12599,0.03805577754974365,
168,12674,,0.047630347311496735
168,12674,0.03270627185702324,
169,12749,,0.046675633639097214
169,12749,0.031602468341588974,
170,12824,,0.04564956575632095
170,12824,0.031397745013237,
171,12899,,0.04978037625551224
171,12899,0.03342495113611221,
172,12974,,0.04255354404449463
172,12974,0.03474704921245575,
173,13049,,0.04427950456738472
173,13049,0.028731027618050575,
174,13124,,0.04310194030404091
174,13124,0.030655933544039726,
175,13199,,0.04719969630241394
175,13199,0.03396817669272423,
176,13274,,0.046149782836437225
176,13274,0.03881370276212692,
177,13349,,0.04304913431406021
177,13349,0.030961183831095695,
178,13424,,0.0459689199924469
178,13424,0.03122696466743946,
179,13499,,0.044992007315158844
179,13499,0.03819376230239868,
180,13574,,0.04271680489182472
180,13574,0.03149072453379631,
181,13649,,0.04988556355237961
181,13649,0.03369658812880516,
182,13724,,0.04657960683107376
182,13724,0.03901664912700653,
183,13799,,0.042351506650447845
183,13799,0.031016899272799492,
184,13874,,0.047994330525398254
184,13874,0.030287617817521095,
185,13949,,0.05763063579797745
185,13949,0.03802921995520592,
186,14024,,0.04323888570070267
186,14024,0.03102019615471363,
187,14099,,0.046015843749046326
187,14099,0.03375137224793434,
188,14174,,0.04562527686357498
188,14174,0.032487254589796066,
189,14249,,0.046962980180978775
189,14249,0.033564403653144836,
190,14324,,0.04797184094786644
190,14324,0.031494345515966415,
191,14399,,0.04250245541334152
191,14399,0.02968517318367958,
192,14474,,0.04082038253545761
192,14474,0.027412226423621178,
193,14549,,0.06739290803670883
193,14549,0.03919370099902153,
194,14624,,0.10082970559597015
194,14624,0.17947417497634888,
195,14699,,0.04908675327897072
195,14699,0.05419258028268814,
196,14774,,0.04365866631269455
196,14774,0.03293997794389725,
197,14849,,0.04259995371103287
197,14849,0.027540886774659157,
