hp,val_loss
128-0.005,0.0046
128-0.001,0.0048
96-0.005,0.0051
32-0.005,0.0052
64-0.005,0.0053
96-0.001,0.0053
16-0.005,0.0054
32-0.001,0.0057
16-0.001,0.0058
16-0.01,0.0058
32-0.01,0.0058
128-0.01,0.0059
64-0.001,0.0059
64-0.01,0.006
96-0.01,0.0066
