epoch,step,train_loss,val_loss
0,74,,2.5871312618255615
0,74,9.110467910766602,
1,149,,2.105564832687378
1,149,2.2356560230255127,
2,224,,1.7807836532592773
2,224,1.9599465131759644,
3,299,,1.3402764797210693
3,299,1.4944987297058105,
4,374,,1.0876059532165527
4,374,1.1835837364196777,
5,449,,1.0318272113800049
5,449,1.0207725763320923,
6,524,,0.7920384407043457
6,524,0.868272066116333,
7,599,,0.7489620447158813
7,599,0.7166571021080017,
8,674,,0.6303443312644958
8,674,0.6360272169113159,
9,749,,0.552089273929596
9,749,0.5897581577301025,
10,824,,0.6191309690475464
10,824,0.5524404644966125,
11,899,,0.5801109671592712
11,899,0.5568662285804749,
12,974,,0.4935508668422699
12,974,0.5383098721504211,
13,1049,,0.4829484522342682
13,1049,0.5065028667449951,
14,1124,,0.4814491868019104
14,1124,0.4881185293197632,
15,1199,,0.4807211756706238
15,1199,0.5203053951263428,
16,1274,,0.4106862545013428
16,1274,0.4561213552951813,
17,1349,,0.382475882768631
17,1349,0.42101943492889404,
18,1424,,0.3550913631916046
18,1424,0.38371944427490234,
19,1499,,0.33409249782562256
19,1499,0.3694813549518585,
20,1574,,0.33013716340065
20,1574,0.36647334694862366,
21,1649,,0.3221204876899719
21,1649,0.3386850357055664,
22,1724,,0.31121307611465454
22,1724,0.32550790905952454,
23,1799,,0.30526381731033325
23,1799,0.31349989771842957,
24,1874,,0.2905697226524353
24,1874,0.3046133518218994,
25,1949,,0.3118923604488373
25,1949,0.2936817407608032,
26,2024,,0.29293692111968994
26,2024,0.28807681798934937,
27,2099,,0.3000800609588623
27,2099,0.30162298679351807,
28,2174,,0.2694655656814575
28,2174,0.27259400486946106,
29,2249,,0.2853817343711853
29,2249,0.26134732365608215,
30,2324,,0.28795039653778076
30,2324,0.26189130544662476,
31,2399,,0.2668633460998535
31,2399,0.2539193332195282,
32,2474,,0.23971712589263916
32,2474,0.24806559085845947,
33,2549,,0.250932902097702
33,2549,0.2400638908147812,
34,2624,,0.22512809932231903
34,2624,0.2324247807264328,
35,2699,,0.23423883318901062
35,2699,0.2270202934741974,
36,2774,,0.22534003853797913
36,2774,0.22199177742004395,
37,2849,,0.22591309249401093
37,2849,0.21242554485797882,
38,2924,,0.22234530746936798
38,2924,0.2085205614566803,
39,2999,,0.19955667853355408
39,2999,0.2004091888666153,
40,3074,,0.2053813487291336
40,3074,0.1941991150379181,
41,3149,,0.21511797606945038
41,3149,0.187409445643425,
42,3224,,0.1948082596063614
42,3224,0.18589678406715393,
43,3299,,0.20549504458904266
43,3299,0.18313127756118774,
44,3374,,0.1953122913837433
44,3374,0.18122391402721405,
45,3449,,0.21348616480827332
45,3449,0.179004967212677,
46,3524,,0.23741789162158966
46,3524,0.1804734468460083,
47,3599,,0.2251931130886078
47,3599,0.17693446576595306,
48,3674,,0.1879095882177353
48,3674,0.3583880364894867,
49,3749,,0.16999560594558716
49,3749,0.18785487115383148,
50,3824,,0.16011576354503632
50,3824,0.16057123243808746,
51,3899,,0.15953770279884338
51,3899,0.16677840054035187,
52,3974,,0.15325415134429932
52,3974,0.15077438950538635,
53,4049,,0.18042704463005066
53,4049,0.1461072713136673,
54,4124,,0.18451692163944244
54,4124,0.166712686419487,
55,4199,,0.15130607783794403
55,4199,0.15837231278419495,
56,4274,,0.1683836579322815
56,4274,0.14541544020175934,
57,4349,,0.1631760448217392
57,4349,0.18344424664974213,
58,4424,,0.181799978017807
58,4424,0.1770811527967453,
59,4499,,0.16358819603919983
59,4499,0.14506535232067108,
60,4574,,0.15995079278945923
60,4574,0.14659053087234497,
61,4649,,0.17926236987113953
61,4649,0.13153010606765747,
