epoch,step,train_loss,val_loss
0,74,,2.3816609382629395
0,74,8.003761291503906,
1,149,,2.1075656414031982
1,149,2.221663236618042,
2,224,,1.9480587244033813
2,224,2.052929639816284,
3,299,,1.8746566772460938
3,299,1.910607933998108,
4,374,,1.7134586572647095
4,374,1.7617179155349731,
5,449,,1.529756784439087
5,449,1.5462634563446045,
6,524,,1.30746328830719
6,524,1.313867449760437,
7,599,,1.066861867904663
7,599,1.1153355836868286,
8,674,,1.0111544132232666
8,674,1.0251531600952148,
9,749,,0.9154866337776184
9,749,0.9367824196815491,
10,824,,0.8748690485954285
10,824,0.9061321020126343,
11,899,,0.7867686748504639
11,899,0.8534913063049316,
12,974,,0.7409079074859619
12,974,0.8254079818725586,
13,1049,,0.676833987236023
13,1049,0.7225857377052307,
14,1124,,0.5854196548461914
14,1124,0.6894895434379578,
15,1199,,0.5828592777252197
15,1199,0.6438948512077332,
16,1274,,0.49010634422302246
16,1274,0.6164684295654297,
17,1349,,0.3736881613731384
17,1349,0.4417753517627716,
18,1424,,0.35147619247436523
18,1424,0.3966293931007385,
19,1499,,0.3228197991847992
19,1499,0.4025973379611969,
20,1574,,0.6371430158615112
20,1574,0.4201991856098175,
21,1649,,0.31739822030067444
21,1649,0.40803754329681396,
22,1724,,0.30693989992141724
22,1724,0.3339046239852905,
23,1799,,0.29806286096572876
23,1799,0.32901573181152344,
24,1874,,0.2759288251399994
24,1874,0.3699054718017578,
25,1949,,0.2535618841648102
25,1949,0.2744007110595703,
26,2024,,1.110180139541626
26,2024,0.3964039981365204,
27,2099,,0.2675253748893738
27,2099,0.45537108182907104,
28,2174,,0.2458864003419876
28,2174,0.270808607339859,
29,2249,,0.4227697253227234
29,2249,0.3173806667327881,
30,2324,,0.2397889643907547
30,2324,0.3793862760066986,
31,2399,,0.24169203639030457
31,2399,0.24697905778884888,
32,2474,,0.21762630343437195
32,2474,0.24292147159576416,
33,2549,,0.22065389156341553
33,2549,0.25560495257377625,
34,2624,,0.5309759974479675
34,2624,0.3042534291744232,
35,2699,,0.22726455330848694
35,2699,0.34415993094444275,
36,2774,,0.21304599940776825
36,2774,0.22294673323631287,
37,2849,,0.37668880820274353
37,2849,0.28409841656684875,
38,2924,,0.21534638106822968
38,2924,0.3122568726539612,
39,2999,,0.20276670157909393
39,2999,0.21800626814365387,
40,3074,,0.21508082747459412
40,3074,0.23549072444438934,
41,3149,,0.20063133537769318
41,3149,0.21547889709472656,
42,3224,,0.8652534484863281
42,3224,0.3277328908443451,
43,3299,,0.21608126163482666
43,3299,0.37132546305656433,
44,3374,,0.2048203945159912
44,3374,0.20903123915195465,
45,3449,,0.19592316448688507
45,3449,0.20357292890548706,
46,3524,,0.3153522312641144
46,3524,0.2303742915391922,
47,3599,,0.1976792812347412
47,3599,0.20121829211711884,
48,3674,,0.18893511593341827
48,3674,0.19638758897781372,
49,3749,,0.29687196016311646
49,3749,0.2650738060474396,
50,3824,,0.19199877977371216
50,3824,0.24728339910507202,
51,3899,,0.19066938757896423
51,3899,0.18865396082401276,
52,3974,,0.18306377530097961
52,3974,0.18072228133678436,
53,4049,,0.23220856487751007
53,4049,0.19251982867717743,
54,4124,,0.18625611066818237
54,4124,0.19465355575084686,
55,4199,,0.18962760269641876
55,4199,0.17258459329605103,
56,4274,,0.3555271625518799
56,4274,0.21659281849861145,
57,4349,,0.17892301082611084
57,4349,0.25758135318756104,
58,4424,,0.1854679435491562
58,4424,0.16977238655090332,
