epoch,step,train_loss,val_loss
0,74,,1.3722081184387207
0,74,11.783112525939941,
1,149,,0.2993418276309967
1,149,0.6502994298934937,
2,224,,0.1263103038072586
2,224,0.23035331070423126,
3,299,,0.10724122822284698
3,299,0.10627322643995285,
4,374,,0.09062810242176056
4,374,0.08780812472105026,
5,449,,0.08199415355920792
5,449,0.07269495725631714,
6,524,,0.06252489984035492
6,524,0.06488567590713501,
7,599,,0.06121782213449478
7,599,0.06987513601779938,
8,674,,0.06723888218402863
8,674,0.05473090335726738,
9,749,,0.05346588417887688
9,749,0.051064085215330124,
10,824,,0.04982201009988785
10,824,0.05446865037083626,
11,899,,0.04957611486315727
11,899,0.0452304482460022,
12,974,,0.04512020945549011
12,974,0.04459262266755104,
13,1049,,0.0435030534863472
13,1049,0.042729105800390244,
14,1124,,0.04220703989267349
14,1124,0.04122273623943329,
15,1199,,0.040957577526569366
15,1199,0.039359260350465775,
16,1274,,0.0396634116768837
16,1274,0.038076892495155334,
17,1349,,0.039064232259988785
17,1349,0.035555649548769,
18,1424,,0.03595379739999771
18,1424,0.036039188504219055,
19,1499,,0.03961868956685066
19,1499,0.0330660380423069,
20,1574,,0.03321819007396698
20,1574,0.03208375722169876,
21,1649,,0.033865660429000854
21,1649,0.030011042952537537,
22,1724,,0.03515368327498436
22,1724,0.02937658689916134,
23,1799,,0.034443773329257965
23,1799,0.029072942212224007,
24,1874,,0.028802519664168358
24,1874,0.02813197858631611,
25,1949,,0.033289577811956406
25,1949,0.027245061472058296,
26,2024,,0.027160149067640305
26,2024,0.026798229664564133,
27,2099,,0.025840407237410545
27,2099,0.025622885674238205,
28,2174,,0.02527332678437233
28,2174,0.02484978549182415,
29,2249,,0.025034833699464798
29,2249,0.024403534829616547,
30,2324,,0.02450568787753582
30,2324,0.02391788549721241,
31,2399,,0.025156576186418533
31,2399,0.02477208338677883,
32,2474,,0.021688561886548996
32,2474,0.023284979164600372,
33,2549,,0.02074233815073967
33,2549,0.022174566984176636,
34,2624,,0.020338578149676323
34,2624,0.022345339879393578,
35,2699,,0.020872512832283974
35,2699,0.021723557263612747,
36,2774,,0.02113592065870762
36,2774,0.022764503955841064,
37,2849,,0.019585423171520233
37,2849,0.022133955731987953,
38,2924,,0.01943211816251278
38,2924,0.020786697044968605,
39,2999,,0.018496738746762276
39,2999,0.020256968215107918,
40,3074,,0.020673304796218872
40,3074,0.020430700853466988,
41,3149,,0.018972044810652733
41,3149,0.0201322752982378,
42,3224,,0.019123444333672523
42,3224,0.019964691251516342,
43,3299,,0.01854396052658558
43,3299,0.019825678318738937,
44,3374,,0.020221270620822906
44,3374,0.01963166519999504,
45,3449,,0.018175067380070686
45,3449,0.0200898889452219,
46,3524,,0.019180212169885635
46,3524,0.019234005361795425,
47,3599,,0.017795147374272346
47,3599,0.019550085067749023,
48,3674,,0.019668642431497574
48,3674,0.019217977300286293,
49,3749,,0.05793590098619461
49,3749,0.024949045851826668,
50,3824,,0.018042108044028282
50,3824,0.026324696838855743,
51,3899,,0.017793726176023483
51,3899,0.01877518929541111,
52,3974,,0.017481721937656403
52,3974,0.018588801845908165,
53,4049,,0.017639586701989174
53,4049,0.01841718889772892,
54,4124,,0.01738009974360466
54,4124,0.018227729946374893,
55,4199,,0.017111055552959442
55,4199,0.01818174682557583,
56,4274,,0.016900263726711273
56,4274,0.017652614042162895,
57,4349,,0.015636852011084557
57,4349,0.017175713554024696,
58,4424,,0.014304088428616524
58,4424,0.01581386849284172,
59,4499,,0.013804840855300426
59,4499,0.01540478877723217,
60,4574,,0.012812119908630848
60,4574,0.014046606607735157,
61,4649,,0.013034135103225708
61,4649,0.013620682060718536,
62,4724,,0.012359514832496643
62,4724,0.01322985626757145,
63,4799,,0.012309907004237175
63,4799,0.013056730851531029,
64,4874,,0.012133067473769188
64,4874,0.012937375344336033,
65,4949,,0.012043523602187634
65,4949,0.012834800407290459,
66,5024,,0.01211677398532629
66,5024,0.012711106799542904,
67,5099,,0.01169581525027752
67,5099,0.012428195215761662,
68,5174,,0.010686663910746574
68,5174,0.012173607014119625,
69,5249,,0.010446056723594666
69,5249,0.011117391288280487,
70,5324,,0.0101586002856493
70,5324,0.011087512597441673,
71,5399,,0.010218263603746891
71,5399,0.010576663538813591,
72,5474,,0.009417848661541939
72,5474,0.0102396160364151,
73,5549,,0.009163761511445045
73,5549,0.00964610930532217,
74,5624,,0.009319540113210678
74,5624,0.009475505910813808,
75,5699,,0.00845616590231657
75,5699,0.009953424334526062,
76,5774,,0.007982101291418076
76,5774,0.008804908953607082,
77,5849,,0.007913876324892044
77,5849,0.008662356995046139,
78,5924,,0.007718123495578766
78,5924,0.0081848856061697,
79,5999,,0.007251414470374584
79,5999,0.008125417865812778,
80,6074,,0.007531887385994196
80,6074,0.008036495186388493,
81,6149,,0.0072564720176160336
81,6149,0.008053994737565517,
