epoch,step,train_loss,val_loss
0,74,,2.330801486968994
0,74,7.469343185424805,
1,149,,1.8611059188842773
1,149,2.081740379333496,
2,224,,1.319586992263794
2,224,1.5766594409942627,
3,299,,0.8135433197021484
3,299,1.067594051361084,
4,374,,0.5321488976478577
4,374,0.6691879034042358,
5,449,,0.47074007987976074
5,449,0.5062164068222046,
6,524,,0.45481640100479126
6,524,0.4498051404953003,
7,599,,0.4372327923774719
7,599,0.43855413794517517,
8,674,,0.42138949036598206
8,674,0.4200526475906372,
9,749,,0.3446339964866638
9,749,0.3968345522880554,
10,824,,0.3167015016078949
10,824,0.3327142894268036,
11,899,,0.30929094552993774
11,899,0.3160313069820404,
12,974,,0.2976378798484802
12,974,0.3047136068344116,
13,1049,,0.30442899465560913
13,1049,0.3056463897228241,
14,1124,,0.2880149483680725
14,1124,0.2991405427455902,
15,1199,,0.2936766743659973
15,1199,0.31210967898368835,
16,1274,,0.2791154980659485
16,1274,0.28169170022010803,
17,1349,,0.2794821858406067
17,1349,0.283114492893219,
18,1424,,0.2920318841934204
18,1424,0.28637516498565674,
19,1499,,0.37581363320350647
19,1499,0.3393554985523224,
20,1574,,0.265081524848938
20,1574,0.28907907009124756,
21,1649,,0.25081223249435425
21,1649,0.2616860568523407,
22,1724,,0.25126519799232483
22,1724,0.254759281873703,
23,1799,,0.24304154515266418
23,1799,0.25498321652412415,
24,1874,,0.24317815899848938
24,1874,0.24578315019607544,
25,1949,,0.2376905381679535
25,1949,0.24906648695468903,
26,2024,,0.2419712245464325
26,2024,0.25379064679145813,
27,2099,,0.2675092816352844
27,2099,0.2607601284980774,
28,2174,,0.24018287658691406
28,2174,0.268259733915329,
29,2249,,0.22899675369262695
29,2249,0.23797351121902466,
30,2324,,0.22483161091804504
30,2324,0.2315044403076172,
31,2399,,0.23548433184623718
31,2399,0.23000630736351013,
32,2474,,0.23944588005542755
32,2474,0.24403290450572968,
33,2549,,0.23263020813465118
33,2549,0.23596829175949097,
