epoch,step,train_loss,val_loss
0,74,,7.496336460113525
0,74,17.62593650817871,
1,149,,3.9812264442443848
1,149,5.895271301269531,
2,224,,2.7669339179992676
2,224,3.4692223072052,
3,299,,2.2481844425201416
3,299,2.5085060596466064,
4,374,,2.1086585521698
4,374,2.151080846786499,
5,449,,2.0314395427703857
5,449,2.043105125427246,
6,524,,1.9389622211456299
6,524,1.9538553953170776,
7,599,,1.8623769283294678
7,599,1.8652772903442383,
8,674,,1.7833601236343384
8,674,1.7798913717269897,
9,749,,1.6825603246688843
9,749,1.688888430595398,
10,824,,1.5411694049835205
10,824,1.5791940689086914,
11,899,,1.4172900915145874
11,899,1.452116847038269,
12,974,,1.3140970468521118
12,974,1.3283545970916748,
13,1049,,1.2041242122650146
13,1049,1.2210897207260132,
14,1124,,1.1106065511703491
14,1124,1.1271063089370728,
15,1199,,1.0164077281951904
15,1199,1.0462719202041626,
16,1274,,0.9575616717338562
16,1274,0.9565240740776062,
17,1349,,0.900263786315918
17,1349,0.8993081450462341,
18,1424,,0.828907310962677
18,1424,0.8460915088653564,
19,1499,,0.7609493136405945
19,1499,0.7840774059295654,
20,1574,,0.7064410448074341
20,1574,0.7297451496124268,
21,1649,,0.6593531370162964
21,1649,0.6888782382011414,
22,1724,,0.6280526518821716
22,1724,0.6567144989967346,
23,1799,,0.5983507037162781
23,1799,0.6259982585906982,
24,1874,,0.5659675002098083
24,1874,0.6000890135765076,
25,1949,,0.5423550009727478
25,1949,0.5725751519203186,
26,2024,,0.5236912965774536
26,2024,0.5531075596809387,
27,2099,,0.5086698532104492
27,2099,0.537795901298523,
28,2174,,0.4932958483695984
28,2174,0.5238541960716248,
29,2249,,0.48226919770240784
29,2249,0.5111454725265503,
30,2324,,0.4734114706516266
30,2324,0.49919113516807556,
31,2399,,0.46733206510543823
31,2399,0.48918965458869934,
32,2474,,0.4545671343803406
32,2474,0.4774663746356964,
33,2549,,0.4464157223701477
33,2549,0.4659970700740814,
34,2624,,0.43882760405540466
34,2624,0.45570430159568787,
35,2699,,0.4230750501155853
35,2699,0.4464522898197174,
36,2774,,0.41162529587745667
36,2774,0.43389007449150085,
37,2849,,0.3992999196052551
37,2849,0.4173922538757324,
