epoch,step,train_loss,val_loss
0,74,,9.924125671386719
0,74,22.439254760742188,
1,149,,6.300043106079102
1,149,7.976668357849121,
2,224,,3.9048686027526855
2,224,5.351011276245117,
3,299,,2.7781243324279785
3,299,3.444934844970703,
4,374,,2.298837184906006
4,374,2.560763120651245,
5,449,,2.154618740081787
5,449,2.221315383911133,
6,524,,2.049358367919922
6,524,2.087117910385132,
7,599,,1.934552788734436
7,599,1.9697924852371216,
8,674,,1.8348462581634521
8,674,1.863862156867981,
9,749,,1.750215768814087
9,749,1.776820421218872,
10,824,,1.6622108221054077
10,824,1.6894409656524658,
11,899,,1.5678285360336304
11,899,1.5932470560073853,
12,974,,1.4802943468093872
12,974,1.4970201253890991,
13,1049,,1.3857039213180542
13,1049,1.400169014930725,
14,1124,,1.3232589960098267
14,1124,1.3078632354736328,
15,1199,,1.2624833583831787
15,1199,1.2393031120300293,
16,1274,,1.2128689289093018
16,1274,1.1779663562774658,
17,1349,,1.148179054260254
17,1349,1.1225186586380005,
18,1424,,1.088163137435913
18,1424,1.0690958499908447,
19,1499,,1.0413134098052979
19,1499,1.0254361629486084,
20,1574,,0.9867206811904907
20,1574,0.9837538599967957,
21,1649,,0.951113224029541
21,1649,0.9407064914703369,
22,1724,,0.9131392240524292
22,1724,0.9068241119384766,
23,1799,,0.8526385426521301
23,1799,0.8611104488372803,
24,1874,,0.826775074005127
24,1874,0.8153705596923828,
25,1949,,0.7801784873008728
25,1949,0.7842316627502441,
26,2024,,0.7388409376144409
26,2024,0.7503557205200195,
27,2099,,0.711398720741272
27,2099,0.7236422896385193,
28,2174,,0.6894127726554871
28,2174,0.6969648599624634,
29,2249,,0.6682147979736328
29,2249,0.6762336492538452,
30,2324,,0.6445655822753906
30,2324,0.6564214825630188,
31,2399,,0.6200276613235474
31,2399,0.6391661167144775,
32,2474,,0.5985098481178284
32,2474,0.6169236302375793,
33,2549,,0.5818358063697815
33,2549,0.6021063327789307,
34,2624,,0.567272961139679
34,2624,0.5856002569198608,
35,2699,,0.5579808950424194
35,2699,0.5709360837936401,
36,2774,,0.5527968406677246
36,2774,0.5567708611488342,
37,2849,,0.5412018895149231
37,2849,0.5399473905563354,
38,2924,,0.5317495465278625
38,2924,0.5244264006614685,
39,2999,,0.5036698579788208
39,2999,0.5090124607086182,
40,3074,,0.4872877597808838
40,3074,0.4959031045436859,
41,3149,,0.477578341960907
41,3149,0.48567861318588257,
42,3224,,0.46115630865097046
42,3224,0.47470933198928833,
43,3299,,0.4491442143917084
43,3299,0.465216726064682,
44,3374,,0.44763845205307007
44,3374,0.45520567893981934,
45,3449,,0.432400643825531
45,3449,0.4442998170852661,
46,3524,,0.42534083127975464
46,3524,0.4361824691295624,
47,3599,,0.41748350858688354
47,3599,0.4271869361400604,
48,3674,,0.4105232357978821
48,3674,0.4214237630367279,
49,3749,,0.40313005447387695
49,3749,0.41433292627334595,
50,3824,,0.39595192670822144
50,3824,0.40675485134124756,
51,3899,,0.3894367218017578
51,3899,0.40029802918434143,
52,3974,,0.38233938813209534
52,3974,0.39337003231048584,
53,4049,,0.37905222177505493
53,4049,0.3867986798286438,
54,4124,,0.3776131272315979
54,4124,0.3809617757797241,
55,4199,,0.3681093752384186
55,4199,0.3734220266342163,
56,4274,,0.36043232679367065
56,4274,0.3675185441970825,
57,4349,,0.35231003165245056
57,4349,0.36182311177253723,
58,4424,,0.3465579152107239
58,4424,0.3574651777744293,
59,4499,,0.34294456243515015
59,4499,0.35211381316185,
60,4574,,0.33558163046836853
60,4574,0.34717056155204773,
61,4649,,0.3413151502609253
61,4649,0.3399995267391205,
62,4724,,0.33241894841194153
62,4724,0.3358343839645386,
63,4799,,0.3308388590812683
63,4799,0.3291124105453491,
64,4874,,0.3272096514701843
64,4874,0.32667580246925354,
65,4949,,0.32334333658218384
65,4949,0.32206109166145325,
66,5024,,0.31661659479141235
66,5024,0.3191261291503906,
67,5099,,0.31136760115623474
67,5099,0.31396061182022095,
68,5174,,0.31231215596199036
68,5174,0.3095916509628296,
69,5249,,0.31054234504699707
69,5249,0.3057730793952942,
70,5324,,0.3067193329334259
70,5324,0.30327916145324707,
71,5399,,0.31001678109169006
71,5399,0.29962408542633057,
72,5474,,0.30537909269332886
72,5474,0.2953346371650696,
73,5549,,0.2965925633907318
73,5549,0.29250818490982056,
74,5624,,0.2930392622947693
74,5624,0.29024288058280945,
75,5699,,0.28725194931030273
75,5699,0.28510910272598267,
76,5774,,0.28261178731918335
76,5774,0.28015369176864624,
77,5849,,0.28159087896347046
77,5849,0.27858471870422363,
78,5924,,0.27804359793663025
78,5924,0.2771317660808563,
79,5999,,0.2832637131214142
79,5999,0.2720920443534851,
80,6074,,0.27668896317481995
80,6074,0.27213338017463684,
81,6149,,0.27777934074401855
81,6149,0.2679179012775421,
82,6224,,0.27481135725975037
82,6224,0.26830923557281494,
83,6299,,0.27316814661026
83,6299,0.2641853988170624,
84,6374,,0.2753155529499054
84,6374,0.2619515359401703,
85,6449,,0.27201640605926514
85,6449,0.2610509395599365,
86,6524,,0.2705155611038208
86,6524,0.2635945975780487,
87,6599,,0.2645742893218994
87,6599,0.2919418215751648,
88,6674,,0.2595806419849396
88,6674,0.26703643798828125,
89,6749,,0.260688453912735
89,6749,0.2602815330028534,
90,6824,,0.2585541009902954
90,6824,0.2547101378440857,
91,6899,,0.26002734899520874
91,6899,0.25054946541786194,
92,6974,,0.25746241211891174
92,6974,0.24987757205963135,
93,7049,,0.2505788803100586
93,7049,0.24325457215309143,
94,7124,,0.2515350878238678
94,7124,0.23942741751670837,
95,7199,,0.24507203698158264
95,7199,0.24120751023292542,
96,7274,,0.23766276240348816
96,7274,0.2375999391078949,
97,7349,,0.2349465787410736
97,7349,0.23707468807697296,
98,7424,,0.23500731587409973
98,7424,0.2333056628704071,
99,7499,,0.2290765345096588
99,7499,0.23153994977474213,
100,7574,,0.22998562455177307
100,7574,0.22970430552959442,
101,7649,,0.2302793562412262
101,7649,0.22871413826942444,
102,7724,,0.22935278713703156
102,7724,0.2272907793521881,
103,7799,,0.22526657581329346
103,7799,0.2244313508272171,
104,7874,,0.22745653986930847
104,7874,0.2244129627943039,
105,7949,,0.22291262447834015
105,7949,0.22117020189762115,
106,8024,,0.2266761064529419
106,8024,0.21916094422340393,
107,8099,,0.23416192829608917
107,8099,0.21853266656398773,
108,8174,,0.21906909346580505
108,8174,0.21954679489135742,
109,8249,,0.21478839218616486
109,8249,0.21782155334949493,
110,8324,,0.22098644077777863
110,8324,0.21732646226882935,
111,8399,,0.22287099063396454
111,8399,0.2135898619890213,
112,8474,,0.22677075862884521
112,8474,0.2123822718858719,
113,8549,,0.22207793593406677
113,8549,0.21407358348369598,
114,8624,,0.2269628345966339
114,8624,0.2116926908493042,
115,8699,,0.21952244639396667
115,8699,0.21147668361663818,
116,8774,,0.21595385670661926
116,8774,0.21070429682731628,
117,8849,,0.21802958846092224
117,8849,0.20662520825862885,
118,8924,,0.22420206665992737
118,8924,0.20724698901176453,
119,8999,,0.21810893714427948
119,8999,0.20946523547172546,
120,9074,,0.2194475382566452
120,9074,0.2062731236219406,
121,9149,,0.21045121550559998
121,9149,0.2056594341993332,
122,9224,,0.21144172549247742
122,9224,0.20229023694992065,
123,9299,,0.21204134821891785
123,9299,0.2012462168931961,
124,9374,,0.20545093715190887
124,9374,0.20083342492580414,
125,9449,,0.21092557907104492
125,9449,0.20061331987380981,
126,9524,,0.21934494376182556
126,9524,0.2010539174079895,
127,9599,,0.20547771453857422
127,9599,0.20180374383926392,
128,9674,,0.204249307513237
128,9674,0.1989593207836151,
129,9749,,0.2167070358991623
129,9749,0.1994546800851822,
130,9824,,0.20940640568733215
130,9824,0.19882450997829437,
131,9899,,0.20464548468589783
131,9899,0.19716860353946686,
132,9974,,0.2049652338027954
132,9974,0.19640882313251495,
133,10049,,0.20048518478870392
133,10049,0.1982346922159195,
134,10124,,0.2059900015592575
134,10124,0.196785107254982,
135,10199,,0.2022234946489334
135,10199,0.1950366348028183,
136,10274,,0.20257627964019775
136,10274,0.19545018672943115,
137,10349,,0.19994549453258514
137,10349,0.19373200833797455,
138,10424,,0.2006349116563797
138,10424,0.19327063858509064,
139,10499,,0.19957411289215088
139,10499,0.19235563278198242,
140,10574,,0.19084450602531433
140,10574,0.19130539894104004,
141,10649,,0.19335412979125977
141,10649,0.19103573262691498,
142,10724,,0.19397564232349396
142,10724,0.19137772917747498,
143,10799,,0.1965281367301941
143,10799,0.189986452460289,
144,10874,,0.19898951053619385
144,10874,0.18947438895702362,
145,10949,,0.19375059008598328
145,10949,0.18930526077747345,
146,11024,,0.19169333577156067
146,11024,0.19057226181030273,
147,11099,,0.1892717480659485
147,11099,0.18849670886993408,
148,11174,,0.19022099673748016
148,11174,0.18694372475147247,
149,11249,,0.18982364237308502
149,11249,0.18626010417938232,
150,11324,,0.19163785874843597
150,11324,0.18659594655036926,
151,11399,,0.18803344666957855
151,11399,0.18599078059196472,
152,11474,,0.1900321990251541
152,11474,0.18568895757198334,
153,11549,,0.18857558071613312
153,11549,0.18562868237495422,
154,11624,,0.18330079317092896
154,11624,0.18323197960853577,
155,11699,,0.18685033917427063
155,11699,0.1825971007347107,
156,11774,,0.1832212209701538
156,11774,0.1826055943965912,
157,11849,,0.19148902595043182
157,11849,0.18186335265636444,
158,11924,,0.18437571823596954
158,11924,0.18082405626773834,
159,11999,,0.19283592700958252
159,11999,0.17963293194770813,
160,12074,,0.18184730410575867
160,12074,0.1819898933172226,
161,12149,,0.18514563143253326
161,12149,0.178913876414299,
162,12224,,0.18029305338859558
162,12224,0.17928509414196014,
163,12299,,0.17827796936035156
163,12299,0.17967383563518524,
164,12374,,0.17961569130420685
164,12374,0.17737600207328796,
165,12449,,0.18150585889816284
165,12449,0.17652073502540588,
166,12524,,0.18112173676490784
166,12524,0.17712606489658356,
167,12599,,0.17603179812431335
167,12599,0.1784670203924179,
168,12674,,0.17548473179340363
168,12674,0.17655164003372192,
169,12749,,0.1779508888721466
169,12749,0.1744523048400879,
170,12824,,0.1766308844089508
170,12824,0.17521391808986664,
171,12899,,0.17438796162605286
171,12899,0.17493928968906403,
172,12974,,0.1749749481678009
172,12974,0.1754094362258911,
173,13049,,0.18244358897209167
173,13049,0.1739991009235382,
174,13124,,0.18055729568004608
174,13124,0.1722201108932495,
175,13199,,0.1809709370136261
175,13199,0.17169570922851562,
176,13274,,0.17663855850696564
176,13274,0.17073985934257507,
177,13349,,0.17943988740444183
177,13349,0.1705033928155899,
178,13424,,0.17808130383491516
178,13424,0.1702752262353897,
179,13499,,0.174899622797966
179,13499,0.16985243558883667,
180,13574,,0.1758996844291687
180,13574,0.16849644482135773,
181,13649,,0.17234474420547485
181,13649,0.1683775782585144,
182,13724,,0.1711636781692505
182,13724,0.16815811395645142,
183,13799,,0.17052656412124634
183,13799,0.1677425056695938,
184,13874,,0.17231868207454681
184,13874,0.1675894409418106,
185,13949,,0.17397715151309967
185,13949,0.16680794954299927,
186,14024,,0.17292420566082
186,14024,0.16575010120868683,
187,14099,,0.16894476115703583
187,14099,0.16567488014698029,
188,14174,,0.17471495270729065
188,14174,0.16574543714523315,
189,14249,,0.1725318729877472
189,14249,0.16454027593135834,
190,14324,,0.17056885361671448
190,14324,0.16523447632789612,
191,14399,,0.1770820915699005
191,14399,0.16602979600429535,
192,14474,,0.1697603166103363
192,14474,0.16425292193889618,
193,14549,,0.16949453949928284
193,14549,0.1639653891324997,
194,14624,,0.16989757120609283
194,14624,0.1628853678703308,
195,14699,,0.1722019612789154
195,14699,0.16340164840221405,
196,14774,,0.1692025512456894
196,14774,0.16224102675914764,
197,14849,,0.17096655070781708
197,14849,0.16262470185756683,
198,14924,,0.17069938778877258
198,14924,0.16318687796592712,
199,14999,,0.1722869724035263
199,14999,0.16257861256599426,
200,15074,,0.16747131943702698
200,15074,0.16233234107494354,
201,15149,,0.17272742092609406
201,15149,0.16309289634227753,
202,15224,,0.16747108101844788
202,15224,0.16068659722805023,
203,15299,,0.16805562376976013
203,15299,0.15983417630195618,
204,15374,,0.16958864033222198
204,15374,0.16001853346824646,
205,15449,,0.16898411512374878
205,15449,0.15950770676136017,
206,15524,,0.16458097100257874
206,15524,0.1594269722700119,
207,15599,,0.17091317474842072
207,15599,0.16014783084392548,
208,15674,,0.16907858848571777
208,15674,0.15895691514015198,
209,15749,,0.1668781191110611
209,15749,0.15999551117420197,
210,15824,,0.16419920325279236
210,15824,0.15769898891448975,
211,15899,,0.17017945647239685
