epoch,step,train_loss,val_loss
0,74,,3.2054290771484375
0,74,13.309114456176758,
1,149,,0.4628761410713196
1,149,1.1957032680511475,
2,224,,0.1771925538778305
2,224,0.2831631004810333,
3,299,,0.12346434593200684
3,299,0.15478752553462982,
4,374,,0.122292660176754
4,374,0.11363343894481659,
5,449,,0.09419666230678558
5,449,0.10159921646118164,
6,524,,0.07655128836631775
6,524,0.08481752127408981,
7,599,,0.42891034483909607
7,599,0.14278848469257355,
8,674,,0.0817706361413002
8,674,0.1568790078163147,
9,749,,0.06069217994809151
9,749,0.06601738929748535,
10,824,,0.055787451565265656
10,824,0.05762846767902374,
11,899,,0.052180927246809006
11,899,0.05287207290530205,
12,974,,0.048888057470321655
12,974,0.04958105832338333,
13,1049,,0.046221815049648285
13,1049,0.04736252874135971,
14,1124,,0.04653218761086464
14,1124,0.04562128707766533,
15,1199,,0.04781819134950638
15,1199,0.04481515288352966,
16,1274,,0.04839881509542465
16,1274,0.04692184552550316,
17,1349,,0.05244698002934456
17,1349,0.04728108271956444,
18,1424,,0.038102418184280396
18,1424,0.05302610248327255,
19,1499,,0.036762744188308716
19,1499,0.03761781007051468,
20,1574,,0.037162669003009796
20,1574,0.037962015718221664,
21,1649,,0.051195256412029266
21,1649,0.039306484162807465,
22,1724,,0.0346347950398922
22,1724,0.04937819391489029,
23,1799,,0.03271019831299782
23,1799,0.03466784954071045,
24,1874,,0.03287801891565323
24,1874,0.03653830662369728,
25,1949,,0.03115641511976719
25,1949,0.036218129098415375,
26,2024,,0.052636969834566116
26,2024,0.03475121036171913,
27,2099,,0.03169930353760719
27,2099,0.04882776364684105,
28,2174,,0.02882763370871544
28,2174,0.030720237642526627,
29,2249,,0.028162207454442978
29,2249,0.03045506402850151,
30,2324,,0.028872858732938766
30,2324,0.032645683735609055,
31,2399,,0.02915310487151146
31,2399,0.030998649075627327,
32,2474,,0.03652612492442131
32,2474,0.030931152403354645,
33,2549,,0.03183107078075409
33,2549,0.04723896458745003,
34,2624,,0.026515211910009384
34,2624,0.029657112434506416,
35,2699,,0.02459949627518654
35,2699,0.027814416214823723,
36,2774,,0.024444203823804855
36,2774,0.02616102434694767,
37,2849,,0.02421746961772442
37,2849,0.025946319103240967,
